UF,Sigla,Pedido,Depósito,Título,Linguagem,Campo de Aplicação,Tipo Programa,Nome do Titular:,Nome do Autor,Nome do Procurador:,,
Ceará,IFCE,BR 51 2020 002153 0,08/10/2020,Monitoramento e Permanência de pessoas em Eclusas e Elevadores, C / C++ ,IF-02,"IA-01 , TC-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA", CAIO CAMPÊLO DE MACÊDO / GABRIEL BANDEIRA HOLANDA / HELDER BOMFIM DE MACÊDO / JOÃO WELLINGTON MENDES DE SOUZA / LEANDRO BEZERRA MARINHO / PEDRO PEDROSA REBOUÇAS FILHO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2020 002149 2,08/10/2020,Sistema de atendimento de visitantes por voz (SAVOZ),PYTHON,TP-04," FA-01 , IA-01 , IA-02"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA",ANTONIO CARLOS DA SILVA BARROS / CAIO CAMPÊLO DE MACÊDO / HELDER BOMFIM DE MACÊDO / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO PEDROSA REBOUÇAS FILHO / SOLON ALVES PEIXOTO / SUANE PIRES PINHEIRO DA SILVA / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2020 002146 8,08/10/2020,Reconhecimento de placas de carro que entrarem no condomínio,PYTHON,IF-02,"IA-01 , TC-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA", CAIO CAMPÊLO DE MACÊDO / ELENE FIRMEZA OHATA / FRANCISCO HÉRCULES DOS SANTOS SILVA / HELDER BOMFIM DE MACÊDO / PEDRO PEDROSA REBOUÇAS FILHO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2020 002032 1,29/09/2020,Desenvolver ferramentas de busca, C / C++ ,IF-02,"IA-01 , TC-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA", CAIO CAMPÊLO DE MACÊDO / GABRIEL BANDEIRA HOLANDA / HELDER BOMFIM DE MACÊDO / JOÃO WELLINGTON MENDES DE SOUZA / LEANDRO BEZERRA MARINHO / PEDRO PEDROSA REBOUÇAS FILHO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2020 002031 3,29/09/2020,Controle de acesso temporário de Pedestre por QR-Code utilizando Visão Computacional, C / C++ ,IF-02,"IA-01 , TC-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA",AIO CAMPÊLO DE MACÊDO / GABRIEL BANDEIRA HOLANDA / HELDER BOMFIM DE MACÊDO / JOÃO WELLINGTON MENDES DE SOUZA / LEANDRO BEZERRA MARINHO / PEDRO PEDROSA REBOUÇAS FILHO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2020 002030 5,29/09/2020,Detecção de múltiplas massas ao abrir o portão, C / C++ ,IF-02,"IA-01 , TC-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA",AIO CAMPÊLO DE MACÊDO / GABRIEL BANDEIRA HOLANDA / HELDER BOMFIM DE MACÊDO / JOÃO WELLINGTON MENDES DE SOUZA / LEANDRO BEZERRA MARINHO / PEDRO PEDROSA REBOUÇAS FILHO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2020 001805 0,03/09/2020,"Plataforma NL: sistema em nuvem para gestão institucional de pesquisa, inovação e pós-graduação multiusuário",PHP,  AD-04 / IF-07," AP-01 , AP-02 , AP-03 , AP-04 , AP-05"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANTONIO WENDELL DE OLIVEIRA RODRIGUES,-,,
Ceará,IFCE,BR 51 2020 001684 7,19/08/2020,APPONCO, CSS / HTML / JAVA / JAVA SCRIPT / OUTROS , SD-01 / SD-05 / SD-06 / SD-07 / SD-08,"AP-01 , GI-01 , TI-01","ASSOCIACAO DE COMBATE AO CANCER INFANTO JUVENIL / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTÔNIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA / CLÁUDIO BORGES FALCÃO / EROS LINNYKER FERREIRA SOBREIRA / FRANCISCO ISAIAS SANTOS DA SILVA / IGOR PEREIRA DE LIMA / JACIANA BARBOSA DA SILVA / JEFERSON GONÇALVES DE FREITAS / JOSÉ ERNESTO DOS SANTOS MORAES / MARIANA BRUNO SOARES / REINALDO BEZERRA BRAGA / RENAN MOURA DA SILVA BARROS / SANDRA EMÍLIA ALMEIDA PRAZERES / THIAGO FELIPPE DE LIMA BANDEIRA,-,,
Ceará,IFCE,BR 51 2020 001490 9,30/07/2020,Módulo de previsão de visualizações de produtos por clientes,PYTHON,IN-01,GI-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IT2B TECNOLOGIA E SERVIÇOS LTDA",ELIAS TEODORO DA SILVA JUNIOR / FLÁVIO VESTRI / LUCAS SILVA DE SOUSA / PABLO MIRANDA MOURINO / RONDINELLI MOURA MACHADO,-,,
Ceará,IFCE,BR 51 2020 001485 2,30/07/2020,Módulo de execução de rede neural MLP para estimação de irradiância solar global,C,IN-02,IA-01,"  INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", CLÁUDIO MARQUES DE SÁ MEDEIROS / ELIAS TEODORO DA SILVA JUNIOR / IGOR ROCHA DE SOUSA / ROGÉRIO VIEIRA DE OLIVEIRA SEGUNDO,-,,
Ceará,IFCE,BR 51 2020 000774 0,29/04/2020,ANATOM!, C# / JAVA SCRIPT / NODEJS / OUTROS / SQL, SD-08,AP-01," CLÍNICA BOA SAUDE LTDA - ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANA ADRIANIZE MENDES VIANA / ANDRÉ LUIZ DE SOUZA ARAÚJO / AUZUIR RIPARDO DE ALEXANDRIA / EDSON CAVALCANTI NETO / FRANCISCO ABAETE DAS CHAGAS NETO / FÁBIO DE OLIVEIRA SOUSA / INGRID CORREIA NOGUEIRA / ISLLA RIBEIRO PINHEIRO / MARCELO DE CASTRO SILVA FREITAS / RAFAEL DANTAS SANTANA / RAFAEL SILVA ALVES / RÔMULO LOPES FRUTUOSO / VICTOR JOSÉ TIMBÓ GONDIM / WILLIAM DE ARAÚJO DIAS,-,,
Ceará,IFCE,BR 51 2020 000758 9,27/04/2020,SIRENE - Solução Inteligente para Detecção de Notícias Falsas,PYTHON, CO-02 / CO-03 / CO-04 / IF-01 / IF-07 / IF-10 / IN-02," FA-01 , FA-02 , IA-01 , IA-02 , IA-03 , TC-03","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTÔNIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA / IGOR MARTINS GALDINO / LEONARDO FREITAS DA SILVA / MARCOS ANTÔNIO DA COSTA DA SILVA FILHO / REINALDO BEZERRA BRAGA / RENATO ALVES DE OLIVEIRA / RUAN DOS SANTOS GONDIM / VINÍCIUS NUNES BARBOSA,-,,
Ceará,IFCE,BR 51 2020 000698 1,17/04/2020,#FiqueNoLAR: Sistema colaborativo para divulgação de estabelecimentos comerciais, CSS / HTML / JAVA / JAVA SCRIPT,  AD-10 / EC-04 / EC-07 / SV-03," FA-01 , GI-01 , IA-02","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALEXANDRO LIMA DAMASCENO / ANTONIO MAURO BARBOSA DE OLIVEIRA / ANTONIO WENDELL DE OLIVEIRA RODRIGUES / CARINA TEIXEIRA DE OLIVEIRA / CARLOS MAURICIO JABORANDY DE MATTOS DOURADO JÚNIOR / FERNANDO ÉRICLES DA SILVA LIMA / GUILHERME MARTINS DE OLIVEIRA / IGOR MARTINS GALDINO / IVYSON LUCAS DE LIMA SILVA / JACIANA BARBOSA DA SILVA / JOSE WALLY MENDONÇA MENEZES / JOSÉ WELLINGTON PEREIRA JÚNIOR / LUAN DOUGLAS MAIA DA SILVA / MARCOS ANTÔNIO DA COSTA DA SILVA FILHO / MATHEUS GURGEL RIBEIRO / REINALDO BEZERRA BRAGA / RUAN DOS SANTOS GONDIM / THIAGO FELIPPE DE LIMA BANDEIRA / WERLESSON DE OLIVEIRA VIEIRA,-,,
Ceará,IFCE,BR 51 2020 000537 3,17/03/2020,HEALTH OF THINGS, C / JAVA / JAVA SCRIPT / LUA / MYSQL / NCL / OUTROS,SD-05," AP-01 , CD-01 , CD-03 , FA-01 , FA-04 , GI-01 , GI-04 , SO-04","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - LTDA",ANTÔNIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA / GEORGE LINCOLN OLIVEIRA DOS SANTOS / GUIDO LEMOS DE SOUZA FILHO / JOSÉ WILLIAM VITORINO DE SOUZA / LIDIANE GOMES BARBOSA / MATHEUS FERREIRA DE OLIVEIRA / MICAÍAS LADGELSON DA SILVA / MORGANA DE CÁSSIA OLIVEIRA RIBEIRO / PEDRO MICHAEL SANTOS SOARES / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS / SILAS SANTIAGO LOPES PEREIRA / THIAGO FELIPPE DE LIMA BANDEIRA / WERLESSON DE OLIVEIRA VIEIRA,-,,
Ceará,IFCE,BR 51 2020 000521 7,13/03/2020,ImageReddi,PYTHON,FN-03,DS-05,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / REDDI TECNOLOGIAS DO BRASIL LTDA",ANDRÉ LUIZ CARNEIRO DE ARAÚJO / PAULO HONÓRIO FILHO / ROGÉRIO GUERRA DIÓGENES FILHO,-,,
Ceará,IFCE,BR 51 2020 000517 9,13/03/2020,Firmware do dispositivo datalogger responsável por coletar as leituras do medidor e enviar para a nuvem,OUTROS,EN-05,CD-03,"3E - ENGENHARIA EM EFICIENCIA ENERGETICA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",BRUNO RAFAEL DE OLIVEIRA MARTINS,-,,
Ceará,IFCE,BR 51 2020 000453 9,09/03/2020,Fresadora CNC Key,PYTHON,IN-02,AT-07," ALBERTO G DOS SANTOS NETO - ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ALAN VINÍCIUS DE ARAÚJO BATISTA / RAFAEL VITOR E SILVA,-,,
Ceará,IFCE,BR 51 2020 000447 4,09/03/2020,Meta Document Analyser,OUTROS / PYTHON,IN-02,TC-04," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / META COMÉRCIO E REPRESENTAÇÃO LTDA",CARLOS MAURICIO JABORANDY DE MATTOS DOURADO JUNIOR / EDMILSON MOREIRA LIMA FILHO / MADSON LUIZ DANTAS DIAS / SHEILA NOGUEIRA REBOUÇAS,-,,
Ceará,IFCE,BR 51 2020 000440 7,09/03/2020,"Módulo de processamento de dados, armazenamento de registros e aumento de desempenho de consultas relacionadas as informações de ponto eletrônico e saldo de banco de horas.", JAVA SCRIPT / NODEJS,IF-02,GI-06,"FORTES TECNOLOGIA EM SISTEMAS LTDA. / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", AJALMAR REGO DA ROCHA NETO / CARLOS HAIRON RIBEIRO GONÇALVES / CARLOS HENRIQUE LEITÃO CAVALCANTE / GABRIELA DE CARVALHO BARROS BEZERRA / MÁRCIO ANDRE SOUTO CORREIA / RENAN SILVA RIBEIRO,-,,
Ceará,IFCE,BR 51 2019 002697 7,27/11/2019,Mecanismo de geração de código único pra rastreabilidade,JAVA,IN-01,GI-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IT2B TECNOLOGIA E SERVIÇOS LTDA",ELIAS TEODORO DA SILVA JÚNIOR / FLÁVIO VESTRI / PABLO MIRANDA MOURINO / RONDINELLI MOURA MACHADO,-,,
Ceará,IFCE,BR 51 2019 002694 2,27/11/2019,Simplifica,RUBY,AD-05,AT-03,"ATITUDE TERCEIRIZAÇÃO DE MÃO DE OBRA ?EIRELI / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RAFAEL CRUZ RUBERT - ME",  MANOEL ALAM PEREIRA DA SILVA / MARLON SOSTENES DOS SANTOS BRITO / RAFAEL CRUZ RUBERT / RAFAEL TEIXEIRA DE ARAÚJO / RENAN LUCAS DE AZEVEDO,-,,
Ceará,IFCE,BR 51 2019 002688 8,27/11/2019,Algoritmo Python para captura e armazenamento de dados de produção de energia em plataformas web de múltiplos inversores.,PYTHON,EN-04,GI-06," CONCEPTU PROTÓTIPOS E SISTEMAS LTDA-ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", DANIEL SELEME DORA / LEVI MOREIRA DE ALBUQUERQUE / MATHEUS JARDIM BERNARDES,-,,
Ceará,IFCE,BR 51 2019 002680 2,26/11/2019,Módulo de treinamento e seleção de modelos inteligentes para recomendação de próxima funcionalidade a ser acessada.,PYTHON,IF-02,IA-01,"FORTES TECNOLOGIA EM SISTEMAS LTDA. / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", AJALMAR REGO DA ROCHA NETO / ALAN RABELO MARTINS / AMAURI HOLANDA DE SOUZA JÚNIOR / CARLOS HENRIQUE LEITÃO CAVALCANTE / LUAN SOUSA CORDEIRO / VICTOR RIBEIRO PRATA / ÁTILLA NEGREIROS MAIA,-,,
Ceará,IFCE,BR 51 2019 002677 2,26/11/2019,Módulo inteligente para recomendação de conteúdo textual vetorizado através de modelos computacionais,PYTHON,IF-02,IA-01," EMPRESA JORNALISTICA O POVO S A. / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",AJALMAR REGO DA ROCHA NETO / CARLOS HENRIQUE LEITÃO CAVALCANTE / EMANUEL EDUARDO DA SILVA OLIVEIRA / FRANCISCO FELIPE MOREIRA SOUSA / JOSÉ ALBERTH VASCONCELOS FLORÊNCIO / LUCAS SILVA DE SOUSA,-,,
Ceará,IFCE,BR 51 2019 002459 1,29/10/2019,Sistema de coleta e mineração de dados para PCHs usando IEC_ 60870-5-104.,JAVA,EN-04,GI-01," DELFOS SERVIÇOS INTELIGENTES LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", GLEYDSON IZIDORIA BARBOSA / JORGE FREDERICSON DE MACEDO COSTA DA SILVA / LEONARDO DE HOLANDA COSTA NUNES / NARCELIO SOARES LIMA / SAMUEL ARAÚJO LIMA,-,,
Ceará,IFCE,BR 51 2019 002267 0,09/10/2019,BANCO DE QUESTÕES DO IFCE,JAVA SCRIPT / PHP,ED-06,FA-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",MATEUS LIMAS DE FREITAS / PEDRO LUIS SARAIVA BARBOSA,-,,
Ceará,IFCE,BR 51 2019 002243 2,08/10/2019,Sistema GeraCloud, JAVA / OUTROS,IF-10,GI-01,"  GERA3 SISTEMAS E AUTOMAÇÃO DE GESTÃO EIRELI / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",DANIEL ALENCAR BARROS TAVARES,-,,
Ceará,IFCE,BR 51 2019 002256 4,08/10/2019,FOITOPIA,JAVA,EC-07,IA-01," FOITOP DO BRASIL TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALEXANDRE JOSÉ MENEZES DA SILVA / CIDCLEY TEIXEIRA DE SOUZA / JOSÉ JEREISSATE CAVALCANTE / LEONARDO SILVEIRA NASCIMENTO FILHO / MARINA DE OLIVEIRA GOSSON / TYAGO NUNES DA SILVA / YURI SOARES DE OLIVEIRA,-,,
Ceará,IFCE,BR 51 2019 001943 1,05/09/2019,Algoritmo de cálculo e detecção de freqüência de rede elétrica para sincronismo de microinversor para Máquinas ARM/STM32,C,EN-04,DS-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SEVENIA INOVACAO EM ENERGIA LTDA","ANTONIO AUGUSTO TORRES DE ALBUQUERQUE / LUIZ DANIEL S. BEZERRA, DR.",-,,
Ceará,IFCE,BR 51 2019 001940 7,05/09/2019,"Algoritmo do controlador Proporcional, Integral e Derivativo modificado, do controle da malha de tensão do conversor CCCC para microinversor elaborado para máquinas ARM/STM32",C,EN-04,DS-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SEVENIA INOVACAO EM ENERGIA LTDA","ANTONIO AUGUSTO TORRES DE ALBUQUERQUE / LUIZ DANIEL S. BEZERRA, DR.",-,,
Ceará,IFCE,BR 51 2019 001933 4,05/09/2019,Algoritmo de rastreamento de máxima potência do tipo perturba e observa modificado para Máquinas ARM /STM32,C,EN-04,DS-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SEVENIA INOVACAO EM ENERGIA LTDA","ANTONIO AUGUSTO TORRES DE ALBUQUERQUE / LUIZ DANIEL S. BEZERRA, DR.",-,,
Ceará,IFCE,BR 51 2019 001921 0,04/09/2019,"Algoritmo do controlador Ressonante P+R com termo derivativo (D) modificado, do controle da malha de injeção de corrente para microinversor elaborado para máquinas ARM/STM32",C,EN-04,DS-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SEVENIA INOVACAO EM ENERGIA LTDA","ANTONIO AUGUSTO TORRES DE ALBUQUERQUE / LUIZ DANIEL S. BEZERRA, DR.",-,,
Ceará,IFCE,BR 51 2019 001751 0,14/08/2019,Meta Integrador, IOS / OUTROS / PYTHON,IF-02,TC-04," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / META COMÉRCIO E REPRESENTAÇÃO LTDA",ANTÔNIO CARLOS DA SILVA BARROS / CARLOS MAURICIO JABORANDY DE MATTOS DOURADO JUNIOR / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO PEDROSA REBOUCAS FILHO / SHARA SHAMI ARAUJO ALVES / SHEILA NOGUEIRA REBOUÇAS / SUANE PIRES PINHEIRO DA SILVA,-,,
Ceará,IFCE,BR 51 2019 001411 1,04/07/2019,FoitopCards: Orientação à modelos na Autoria e Automação de Divulgação de Convites de Festas,OUTROS,CO-04,ET-03," FOITOP DO BRASIL TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALEXANDRE JOSÉ MENEZES DA SILVA / ALYNNE FERREIRA SOUSA / CARLOS GABRIEL RAMOS DA SILVA / CIDCLEY TEIXEIRA DE SOUZA / JONATHAN ALVES JARDIM / JOSÉ JEREISSATE CAVALCANTE / MARINA DE OLIVEIRA GOSSON / RÉGIS MELGAÇO DE ANDRADE / TYAGO NUNES DA SILVA,-,,
Ceará,IFCE,BR 51 2019 000910 0,13/05/2019,Sistema Teach in Touch, .NET / C# / JAVA SCRIPT / SQL, AD-01 / AD-05 / ED-03 / ED-06," AP-03 , FA-04","  ANTELO / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / UNIÃO DE EDUCAÇÃO E CULTURA VALE DO JAGUARIBE LTDA",ANTONIO HENRIQUE DUMMAR ANTERO / ANTONIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA E-MAIL: / CLEITIANNE OLIVEIRA DA SILVA / EMILSON RICHARDSON ROCHA MELO RUA ESTADO: CEARÁ PAÍS: BRASIL CEP: / GABRIEL MARTINS LOPES CAVALCANTE / IVOMAR DE ARRUDA SANTOS / JEZIEL DE BARROS LINS / JOSÉ WELLINGTON PEREIRA JÚNIOR / JOÃO JOSÉ PAIVA BENTO FILHO / NICODEMOS FREITAS / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS / RICARDO LENZ CESAR / SILAS SANTIAGO LOPES PEREIRA / THIAGO FELIPPE DE LIMA BANDEIRA,-,,
Ceará,IFCE,BR 51 2019 000592 9,01/04/2019,Bentham Obras - Um Sistema Web e Mobile de Controle de Programas e Projetos de Obras, JAVA / JAVA SCRIPT / SQL,  AD-01 / AD-02 / AD-05 / AD-06 / CC-01 / CC-03 / CC-04," AP-01 , AP-02 , AP-03 , AP-04 , AP-05 , AV-02 , GI-01 , GI-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / QUANTA CONSULTORIA LTDA.",ANDRE SALES SOUSA / ANTÔNIO MAURO BARBOSA DE OLIVEIRA / ANTÔNIO WENDELL DE OLIVEIRA RODRIGUES / ARTHUR BEZERRA NUNES / CARINA TEIXEIRA DE OLIVEIRA E-MAIL: / CELECINA DE MARIA VELAS SALES / EMANUEL MORAES DE ALMEIDA / GUILHERME MARTINS DE OLIVEIRA / GUSTAVO BRASILEIRO COELHO / IESUS BATISTA DA SILVA / IGOR MARTINS GALDINO / IVYSON LUCAS DE LIMA SILVA / JOSE RIBAMAR DE SOUSA / JOSE WILTON FERREIRA DO NASCIMENTO / JOSÉ VICTOR DOS SANTOS DE LIMA / LUAN DOUGLAS MAIA DA SILVA / MAIRA SALES SOUSA BORGES / MARCOS ANTÔNIO DA COSTA DA SILVA FILHO / MATEUS GURGEL RIBEIRO / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS TELEFONE: (88) 997126415 E-MAIL: RENATOACF@GMAIL.COM / RENATO ALVES DE OLIVEIRA / SILAS SANTIAGO LOPES PEREIRA / THIAGO FELIPPE DE LIMA BANDEIRA,-,,
Ceará,IFCE,BR 51 2019 000559 7,28/03/2019,TEAMS - Uma Plataforma Web e Mobile de Gestão Estratégica Baseada na Integração de Tarefas, .NET / C# / JAVA SCRIPT / SQL,AD-01 / AD-02 / AD-05 / AD-06 / AD-10,"  AP-01 , AP-02 , AP-03 , AP-04 , AP-05 , FA-01 , FA-04 , GI-01 , GI-04","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LUX CONSULTORIA E GESTAO LTDA - ME", ANTÔNIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA / HERCULANO DE ANDRADE GOMES / IESUS BATISTA DA SILVA / IVOMAR DE ARRUDA SANTOS / JACIANA BARBOSA DA SILVA TELEFONE: (88) 98127-0270 E-MAIL: / JOSÉ WILLIAM VITORINO DE SOUZA / LEONARDO FREITAS DA SILVA / LINDEMBERG BARBOSA NASCIMENTO FILHO / LUAN DOUGLAS MAIA DA SILVA / LUIZ MATOS LIMA / MARILIA TEÓFILO LIMA / MATEUS GURGEL RIBEIRO / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS / THIAGO FELIPPE DE LIMA BANDEIRA / ÍTALO PEREIRA DE BRITO,-,,
Ceará,IFCE,BR 51 2018 051696 3,17/09/2018,Transações com blockchain onde os atores podem ser tanto o vendedor quanto o comprador,JAVA SCRIPT,IF-10,DS-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANTONIO DE BARROS SERRA / IAGO DE LAVOR RIBEIRO / ITALO BRUNO CUNHA DA SILVA,-,,
Ceará,IFCE,BR 51 2018 001516 6,23/08/2018,SIMULADOR DE DOENCAS OCULARES - SDO,C#, SD-08 / SV-01," AP-01 , ET-04","  INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",AGEBSON ROCHA FAÇANHA / BRUNO ROBERTO DA SILVA / LUCAS SIMÃO DA COSTA / ÍCARO DE LIMA RODRIGUES,-,,
Ceará,IFCE,BR 51 2018 001428 3,14/08/2018,"Sistema embarcado para Totem, com uso de raspberry",NODEJS,AD-05,SO-02," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RAFAEL RUBERT CRUZ ME", ELIDIANE MARTINS FREITAS / HITALO JOSEFERSON DO NASCIMENTO / RAFAEL CRUZ RUBERT / RAFAEL TEIXEIRA ARAUJO / RENAN LUCAS DE AZEVEDO,-,,
Ceará,IFCE,BR 51 2018 001427 5,14/08/2018,"Sistema Mobile, consumindo a API Totens",OUTROS,AD-05,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RAFAEL RUBERT CRUZ ME", ELIDIANE MARTINS FREITAS: / RAFAEL CRUZ RUBERT / RENAN LUCAS DE AZEVEDO: FORTALEZA/CE BRASIL,-,,
Ceará,IFCE,BR 51 2018 001426 7,14/08/2018,Sistema web/API para conversação de Raspberry com Mobile e gestão e cadastro de informações,RUBY,AD-05,SO-04," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RAFAEL RUBERT CRUZ ME", ELIDIANE MARTINS FREITAS: / JOÃO DANILO HOLANDA VENTURA / RAFAEL CRUZ RUBERT / RENAN LUCAS DE AZEVEDO / VALERIA MILEO TELES PEREIRA (85) 9 8548-3729,-,,
Ceará,IFCE,BR 51 2018 001424 0,14/08/2018,Marcador de imagens,OUTROS,IF-10,DS-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANTONIO DE BARROS SERRA / FLÁVIO FREITAS DE SOUSA / ULRIC MARQUES FERREIRA,-,,
Ceará,IFCE,BR 51 2018 000279 0,06/03/2018,SISAPP,AJAX / CSS / HTML / JAVA / JAVA SCRIPT / JSF / JSON / MYSQL, SD-02 / SD-05 / SD-07 / SD-08," FA-01 , FA-04 , GI-01 , GI-04 , IA-02"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANTONIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA / JACIANA BARBOSA DA SILVA / LINDEMBERG BARBOSA NASCIMENTO FILHO / REINALDO BEZERRA BRAFA / THIAGO FELIPPE DE LIMA BANDEIRA / WERLESSON DE OLIVEIRA VIEIRA,-,,
